name,year,population,gdp_percap,life_exp,region,oecd,lat,long,income2017,Year-category,TotalGDP
Somalia,1900,1647387,763,31.3,africa,FALSE,6,48,low,1900,1256956281
Tanzania,1900,3974658,699,33.35,africa,FALSE,-6,35,low,1900,2778285942
Togo,1900,897248,1007,32.37,africa,FALSE,8.66667,1.08333,low,1900,903528736
Uganda,1900,2734805,684,25.53,africa,FALSE,1.25,32.5,low,1900,1870606620
Zimbabwe,1900,1911594,980,34.19,africa,FALSE,-19,29.75,low,1900,1873362120
Benin,1910,1532136,924,32.41,africa,FALSE,9.5,2.25,low,1910,1415693664
Burkina Faso,1910,3201230,532,30.78,africa,FALSE,12.5,-1.66667,low,1910,1703054360
Central African Republic,1910,741742,657,31.81,africa,FALSE,7,21,low,1910,487324494
Chad,1910,1479230,648,33.25,africa,FALSE,15,19,low,1910,958541040
Comoros,1910,115622,778,33.02,africa,FALSE,-12.23333,44.44553,low,1910,89953916
"Congo, Dem. Rep.",1910,9315189,763,33.45,africa,FALSE,-2.5,23.5,low,1910,7107489207
Eritrea,1910,672416,671,31.63,africa,FALSE,15,39,low,1910,451191136
Ethiopia,1910,10317724,541,29.91,africa,FALSE,9,39.5,low,1910,5581888684
Gambia,1910,201695,880,34.03,africa,FALSE,13.5,-15.5,low,1910,177491600
Guinea,1910,2170848,543,33.47,africa,FALSE,10.83333,-10.66667,low,1910,1178770464
Guinea-Bissau,1910,407623,838,30.93,africa,FALSE,12,-15,low,1910,341588074
Liberia,1910,667026,1017,33.73,africa,FALSE,6.5,-9.5,low,1910,678365442
Madagascar,1910,3095828,887,32.13,africa,FALSE,-20,47,low,1910,2745999436
Malawi,1910,979129,356,31.16,africa,FALSE,-13.5,34,low,1910,348569924
Mali,1910,3252010,623,28.83,africa,FALSE,18,-2,low,1910,2026002230
Mozambique,1910,4368107,416,32.84,africa,FALSE,-18.25,35,low,1910,1817132512
Niger,1910,2052052,691,33.28,africa,FALSE,18,9,low,1910,1417967932
Senegal,1910,1888545,770,27.34,africa,FALSE,14.5,-14.25,low,1910,1454179650
Sierra Leone,1910,1547735,1136,28.29,africa,FALSE,8.5,-11.5,low,1910,1758226960
Somalia,1910,1752623,771,31.94,africa,FALSE,6,48,low,1910,1351272333
Tanzania,1910,4110837,718,33.73,africa,FALSE,-6,35,low,1910,2951580966
Togo,1910,978586,1057,32.72,africa,FALSE,8.66667,1.08333,low,1910,1034365402
Uganda,1910,2825380,718,25.61,africa,FALSE,1.25,32.5,low,1910,2028622840
Zimbabwe,1910,2050253,992,34.36,africa,FALSE,-19,29.75,low,1910,2033850976
Benin,1920,1689077,985,32.77,africa,FALSE,9.5,2.25,low,1920,1663740845
Burkina Faso,1920,3442164,538,31.17,africa,FALSE,12.5,-1.66667,low,1920,1851884232
Central African Republic,1920,778576,754,32.26,africa,FALSE,7,21,low,1920,587046304
Chad,1920,1484478,737,33.84,africa,FALSE,15,19,low,1920,1094060286
Comoros,1920,125228,786,33.25,africa,FALSE,-12.23333,44.44553,low,1920,98429208
"Congo, Dem. Rep.",1920,9945929,885,33.91,africa,FALSE,-2.5,23.5,low,1920,8802147165
Eritrea,1920,767180,699,31.99,africa,FALSE,15,39,low,1920,536258820
Ethiopia,1920,11856154,547,29.97,africa,FALSE,9,39.5,low,1920,6485316238
Gambia,1920,217258,896,35.34,africa,FALSE,13.5,-15.5,low,1920,194663168
Guinea,1920,2370209,554,34.29,africa,FALSE,10.83333,-10.66667,low,1920,1313095786
Guinea-Bissau,1920,436906,845,30.66,africa,FALSE,12,-15,low,1920,369185570
Liberia,1920,725338,1045,34.38,africa,FALSE,6.5,-9.5,low,1920,757978210
Madagascar,1920,3312615,1033,32.54,africa,FALSE,-20,47,low,1920,3421931295
Malawi,1920,1226438,356,31.37,africa,FALSE,-13.5,34,low,1920,436611928
Mali,1920,3570026,625,29.44,africa,FALSE,18,-2,low,1920,2231266250
Mozambique,1920,4738609,419,33.49,africa,FALSE,-18.25,35,low,1920,1985477171
Niger,1920,2169089,735,33.9,africa,FALSE,18,9,low,1920,1594280415
Senegal,1920,2024442,904,27.88,africa,FALSE,14.5,-14.25,low,1920,1830095568
Sierra Leone,1920,1666341,1166,29.09,africa,FALSE,8.5,-11.5,low,1920,1942953606
Somalia,1920,1865311,809,32.57,africa,FALSE,6,48,low,1920,1509036599
Tanzania,1920,4254100,737,34.12,africa,FALSE,-6,35,low,1920,3135271700
Togo,1920,1067806,1074,33.08,africa,FALSE,8.66667,1.08333,low,1920,1146823644
Uganda,1920,2904117,738,25.69,africa,FALSE,1.25,32.5,low,1920,2143238346
Zimbabwe,1920,2200197,1004,34.52,africa,FALSE,-19,29.75,low,1920,2208997788
Benin,1930,1861689,1078,33.12,africa,FALSE,9.5,2.25,low,1930,2006900742
Burkina Faso,1930,3701678,534,31.57,africa,FALSE,12.5,-1.66667,low,1930,1976696052
Central African Republic,1930,816634,884,32.71,africa,FALSE,7,21,low,1930,721904456
Chad,1930,1484478,873,34.42,africa,FALSE,15,19,low,1930,1295949294
Comoros,1930,135454,794,33.48,africa,FALSE,-12.23333,44.44553,low,1930,107550476
"Congo, Dem. Rep.",1930,10624850,1072,34.37,africa,FALSE,-2.5,23.5,low,1930,11389839200
Eritrea,1930,875493,735,32.35,africa,FALSE,15,39,low,1930,643487355
Ethiopia,1930,13651181,558,30.02,africa,FALSE,9,39.5,low,1930,7617358998
Gambia,1930,234019,927,36.65,africa,FALSE,13.5,-15.5,low,1930,216935613
Guinea,1930,2588543,574,35.12,africa,FALSE,10.83333,-10.66667,low,1930,1485823682
Guinea-Bissau,1930,466968,843,30.4,africa,FALSE,12,-15,low,1930,393654024
Liberia,1930,787368,1120,35.04,africa,FALSE,6.5,-9.5,low,1930,881852160
Madagascar,1930,3546360,1268,32.95,africa,FALSE,-20,47,low,1930,4496784480
Malawi,1930,1601481,375,31.58,africa,FALSE,-13.5,34,low,1930,600555375
Mali,1930,3913842,648,30.05,africa,FALSE,18,-2,low,1930,2536169616
Mozambique,1930,5166084,415,34.13,africa,FALSE,-18.25,35,low,1930,2143924860
Niger,1930,2285892,802,34.52,africa,FALSE,18,9,low,1930,1833285384
Senegal,1930,2164957,1126,27.79,africa,FALSE,14.5,-14.25,low,1930,2437741582
Sierra Leone,1930,1781643,1126,29.31,africa,FALSE,8.5,-11.5,low,1930,2006130018
Somalia,1930,1986326,868,33.21,africa,FALSE,6,48,low,1930,1724130968
Tanzania,1930,5137519,803,34.5,africa,FALSE,-6,35,low,1930,4125427757
Togo,1930,1165735,1062,33.43,africa,FALSE,8.66667,1.08333,low,1930,1238010570
Uganda,1930,3474654,769,25.11,africa,FALSE,1.25,32.5,low,1930,2672008926
Zimbabwe,1930,2363021,1020,34.69,africa,FALSE,-19,29.75,low,1930,2410281420
Benin,1940,2051941,1180,33.48,africa,FALSE,9.5,2.25,low,1940,2421290380
Burkina Faso,1940,3980757,529,31.96,africa,FALSE,12.5,-1.66667,low,1940,2105820453
Central African Republic,1940,959880,1035,33.16,africa,FALSE,7,21,low,1940,993475800
Chad,1940,1727305,1034,35.01,africa,FALSE,15,19,low,1940,1786033370
Comoros,1940,146515,801,33.71,africa,FALSE,-12.23333,44.44553,low,1940,117358515
"Congo, Dem. Rep.",1940,11350115,1296,34.83,africa,FALSE,-2.5,23.5,low,1940,14709749040
Eritrea,1940,999099,773,32.71,africa,FALSE,15,39,low,1940,772303527
Ethiopia,1940,15717976,569,28.35,africa,FALSE,9,39.5,low,1940,8943528344
Gambia,1940,252073,959,37.96,africa,FALSE,13.5,-15.5,low,1940,241738007
Guinea,1940,2826990,594,35.96,africa,FALSE,10.83333,-10.66667,low,1940,1679232060
Guinea-Bissau,1940,499098,840,33.32,africa,FALSE,12,-15,low,1940,419242320
Liberia,1940,854704,1296,35.7,africa,FALSE,6.5,-9.5,low,1940,1107696384
Madagascar,1940,3796599,1557,33.36,africa,FALSE,-20,47,low,1940,5911304643
Malawi,1940,1957205,393,31.8,africa,FALSE,-13.5,34,low,1940,769181565
Mali,1940,4290771,671,30.65,africa,FALSE,18,-2,low,1940,2879107341
Mozambique,1940,5632123,412,34.77,africa,FALSE,-18.25,35,low,1940,2320434676
Niger,1940,2408985,874,35.14,africa,FALSE,18,9,low,1940,2105452890
Senegal,1940,2315226,1402,31.36,africa,FALSE,14.5,-14.25,low,1940,3245946852
Sierra Leone,1940,1904923,1085,30.43,africa,FALSE,8.5,-11.5,low,1940,2066841455
Somalia,1940,2115193,930,33.84,africa,FALSE,6,48,low,1940,1967129490
Tanzania,1940,6409568,871,34.88,africa,FALSE,-6,35,low,1940,5582733728
Togo,1940,1272645,1048,33.79,africa,FALSE,8.66667,1.08333,low,1940,1333731960
Uganda,1940,4226915,800,27.89,africa,FALSE,1.25,32.5,low,1940,3381532000
Zimbabwe,1940,2537896,1229,34.85,africa,FALSE,-19,29.75,low,1940,3119074184
Benin,1950,2255226,1289,35.68,africa,FALSE,9.5,2.25,low,1950,2906986314
Burkina Faso,1950,4284461,524,33.22,africa,FALSE,12.5,-1.66667,low,1950,2245057564
Central African Republic,1950,1326652,1212,36.53,africa,FALSE,7,21,low,1950,1607902224
Chad,1950,2502317,1225,40.97,africa,FALSE,15,19,low,1950,3065338325
Comoros,1950,159459,808,42.4,africa,FALSE,-12.23333,44.44553,low,1950,128842872
"Congo, Dem. Rep.",1950,12183659,1568,42.82,africa,FALSE,-2.5,23.5,low,1950,19103977312
Eritrea,1950,1142148,812,38.83,africa,FALSE,15,39,low,1950,927424176
Ethiopia,1950,18128034,579,33.78,africa,FALSE,9,39.5,low,1950,10496131686
Gambia,1950,271377,991,40.48,africa,FALSE,13.5,-15.5,low,1950,268934607
Guinea,1950,3093654,614,38.55,africa,FALSE,10.83333,-10.66667,low,1950,1899503556
Guinea-Bissau,1950,535430,837,36.19,africa,FALSE,12,-15,low,1950,448154910
Liberia,1950,930025,1498,38.21,africa,FALSE,6.5,-9.5,low,1950,1393177450
Madagascar,1950,4083554,1910,39.14,africa,FALSE,-20,47,low,1950,7799588140
Malawi,1950,2953871,411,38.06,africa,FALSE,-13.5,34,low,1950,1214040981
Mali,1950,4708429,694,31.26,africa,FALSE,18,-2,low,1950,3267649726
Mozambique,1950,6152237,408,35.41,africa,FALSE,-18.25,35,low,1950,2510112696
Niger,1950,2559703,952,40.5,africa,FALSE,18,9,low,1950,2436837256
Senegal,1950,2486635,1744,40.37,africa,FALSE,14.5,-14.25,low,1950,4336691440
Sierra Leone,1950,2041203,1042,35.65,africa,FALSE,8.5,-11.5,low,1950,2126933526
Somalia,1950,2264082,997,38.91,africa,FALSE,6,48,low,1950,2257289754
Tanzania,1950,7649761,942,44.25,africa,FALSE,-6,35,low,1950,7206074862
Togo,1950,1395457,1034,37.01,africa,FALSE,8.66667,1.08333,low,1950,1442902538
Uganda,1950,5158190,832,39.95,africa,FALSE,1.25,32.5,low,1950,4291614080
Zimbabwe,1950,2746852,1508,49.55,africa,FALSE,-19,29.75,low,1950,4142252816
Benin,1960,2431622,1186,41.09,africa,FALSE,9.5,2.25,low,1960,2883903692
Burkina Faso,1960,4829288,659,38.62,africa,FALSE,12.5,-1.66667,low,1960,3182500792
Central African Republic,1960,1503508,1426,41.43,africa,FALSE,7,21,low,1960,2144002408
Chad,1960,3001593,1474,44.52,africa,FALSE,15,19,low,1960,4424348082
Comoros,1960,191121,1027,46.25,africa,FALSE,-12.23333,44.44553,low,1960,196281267
"Congo, Dem. Rep.",1960,15248251,2235,46.5,africa,FALSE,-2.5,23.5,low,1960,34079840985
Eritrea,1960,1397491,919,41.36,africa,FALSE,15,39,low,1960,1284294229
Ethiopia,1960,22151278,656,39.04,africa,FALSE,9,39.5,low,1960,14531238368
Gambia,1960,367928,1196,45.14,africa,FALSE,13.5,-15.5,low,1960,440041888
Guinea,1960,3577409,805,42.15,africa,FALSE,10.83333,-10.66667,low,1960,2879814245
Guinea-Bissau,1960,616409,1211,39,africa,FALSE,12,-15,low,1960,746471299
Liberia,1960,1120313,1763,41.26,africa,FALSE,6.5,-9.5,low,1960,1975111819
Madagascar,1960,5099373,2278,44.78,africa,FALSE,-20,47,low,1960,11616371694
Malawi,1960,3618595,522,40.27,africa,FALSE,-13.5,34,low,1960,1888906590
Mali,1960,5263733,834,34.02,africa,FALSE,18,-2,low,1960,4389953322
Mozambique,1960,7388695,472,41.7,africa,FALSE,-18.25,35,low,1960,3487464040
Niger,1960,3388764,1196,41.97,africa,FALSE,18,9,low,1960,4052961744
Senegal,1960,3206749,2023,45.53,africa,FALSE,14.5,-14.25,low,1960,6487253227
Sierra Leone,1960,2297110,1280,39.06,africa,FALSE,8.5,-11.5,low,1960,2940300800
Somalia,1960,2755947,1210,44.16,africa,FALSE,6,48,low,1960,3334695870
Tanzania,1960,10074507,1073,48.37,africa,FALSE,-6,35,low,1960,10809946011
Togo,1960,1580513,1238,44.42,africa,FALSE,8.66667,1.08333,low,1960,1956675094
Uganda,1960,6788214,881,45.21,africa,FALSE,1.25,32.5,low,1960,5980416534
Zimbabwe,1960,3747369,1996,53.84,africa,FALSE,-19,29.75,low,1960,7479748524
Benin,1970,2912340,1269,47.21,africa,FALSE,9.5,2.25,low,1970,3695759460
Burkina Faso,1970,5624600,790,44.38,africa,FALSE,12.5,-1.66667,low,1970,4443434000
Central African Republic,1970,1828709,1346,48.26,africa,FALSE,7,21,low,1970,2461442314
Chad,1970,3643549,1337,49.18,africa,FALSE,15,19,low,1970,4871425013
Comoros,1970,230054,1428,51.14,africa,FALSE,-12.23333,44.44553,low,1970,328517112
"Congo, Dem. Rep.",1970,20009935,2107,50.33,africa,FALSE,-2.5,23.5,low,1970,42160933045
Eritrea,1970,1811878,1087,45.34,africa,FALSE,15,39,low,1970,1969511386
Ethiopia,1970,28415077,778,43.72,africa,FALSE,9,39.5,low,1970,22106929906
Gambia,1970,447285,1478,55,africa,FALSE,13.5,-15.5,low,1970,661087230
Guinea,1970,4219770,963,45.13,africa,FALSE,10.83333,-10.66667,low,1970,4063638510
Guinea-Bissau,1970,711827,1760,40.37,africa,FALSE,12,-15,low,1970,1252815520
Liberia,1970,1416529,2152,47.54,africa,FALSE,6.5,-9.5,low,1970,3048370408
Madagascar,1970,6576305,2501,50.76,africa,FALSE,-20,47,low,1970,16447338805
Malawi,1970,4603723,620,43.51,africa,FALSE,-13.5,34,low,1970,2854308260
Mali,1970,5949045,940,39.82,africa,FALSE,18,-2,low,1970,5592102300
Mozambique,1970,9161534,611,47.56,africa,FALSE,-18.25,35,low,1970,5597697274
Niger,1970,4510479,1343,43.61,africa,FALSE,18,9,low,1970,6057573297
Senegal,1970,4257505,2029,47.56,africa,FALSE,14.5,-14.25,low,1970,8638477645
Sierra Leone,1970,2692259,1585,45.6,africa,FALSE,8.5,-11.5,low,1970,4267230515
Somalia,1970,3444553,1083,49.8,africa,FALSE,6,48,low,1970,3730450899
Tanzania,1970,13605529,1392,52.27,africa,FALSE,-6,35,low,1970,18938896368
Togo,1970,2115522,1878,51.86,africa,FALSE,8.66667,1.08333,low,1970,3972950316
Uganda,1970,9446064,1095,50.34,africa,FALSE,1.25,32.5,low,1970,10343440080
Zimbabwe,1970,5175618,2564,57.6,africa,FALSE,-19,29.75,low,1970,13270284552
Benin,1980,3717165,1424,51.53,africa,FALSE,9.5,2.25,low,1980,5293242960
Burkina Faso,1980,6822843,759,48.21,africa,FALSE,12.5,-1.66667,low,1980,5178537837
Central African Republic,1980,2279821,1091,49.63,africa,FALSE,7,21,low,1980,2487284711
Chad,1980,4512042,890,51.23,africa,FALSE,15,19,low,1980,4015717380
Comoros,1980,307829,1640,54.49,africa,FALSE,-12.23333,44.44553,low,1980,504839560
"Congo, Dem. Rep.",1980,26357462,1578,52.64,africa,FALSE,-2.5,23.5,low,1980,41592075036
Eritrea,1980,2385540,997,48.51,africa,FALSE,15,39,low,1980,2378383380
Ethiopia,1980,35264898,715,44.62,africa,FALSE,9,39.5,low,1980,25214402070
Gambia,1980,604369,1772,58.68,africa,FALSE,13.5,-15.5,low,1980,1070941868
Guinea,1980,4511902,1162,48.14,africa,FALSE,10.83333,-10.66667,low,1980,5242830124
Guinea-Bissau,1980,800854,1505,46.67,africa,FALSE,12,-15,low,1980,1205285270
Liberia,1980,1888314,2006,51.48,africa,FALSE,6.5,-9.5,low,1980,3787957884
Madagascar,1980,8716553,2168,54.87,africa,FALSE,-20,47,low,1980,18897486904
Malawi,1980,6163080,924,49.37,africa,FALSE,-13.5,34,low,1980,5694685920
Mali,1980,7090126,1212,44.92,africa,FALSE,18,-2,low,1980,8593232712
Mozambique,1980,11848331,421,50.26,africa,FALSE,-18.25,35,low,1980,4988147351
Niger,1980,5988904,1314,43.88,africa,FALSE,18,9,low,1980,7869419856
Senegal,1980,5592646,1814,52.35,africa,FALSE,14.5,-14.25,low,1980,10145059844
Sierra Leone,1980,3365441,1467,48.21,africa,FALSE,8.5,-11.5,low,1980,4937101947
Somalia,1980,6359126,837,50.78,africa,FALSE,6,48,low,1980,5322588462
Tanzania,1980,18683157,1535,55.8,africa,FALSE,-6,35,low,1980,28678645995
Togo,1980,2720839,1883,55.9,africa,FALSE,8.66667,1.08333,low,1980,5123339837
Uganda,1980,12549540,742,49.42,africa,FALSE,1.25,32.5,low,1980,9311758680
Zimbabwe,1980,7164172,2413,60.43,africa,FALSE,-19,29.75,low,1980,17287147036
Benin,1990,4978496,1463,55.46,africa,FALSE,9.5,2.25,low,1990,7283539648
Burkina Faso,1990,8811034,821,50.61,africa,FALSE,12.5,-1.66667,low,1990,7233858914
Central African Republic,1990,2939780,932,48.21,africa,FALSE,7,21,low,1990,2739874960
Chad,1990,5956859,1110,53.26,africa,FALSE,15,19,low,1990,6612113490
Comoros,1990,411594,1600,58.63,africa,FALSE,-12.23333,44.44553,low,1990,658550400
"Congo, Dem. Rep.",1990,34614581,1280,53.82,africa,FALSE,-2.5,23.5,low,1990,44306663680
Eritrea,1990,3113311,908,52.35,africa,FALSE,15,39,low,1990,2826886388
Ethiopia,1990,48086516,652,46.63,africa,FALSE,9,39.5,low,1990,31352408432
Gambia,1990,916808,1517,61.59,africa,FALSE,13.5,-15.5,low,1990,1390797736
Guinea,1990,6041094,1124,52.01,africa,FALSE,10.83333,-10.66667,low,1990,6790189656
Guinea-Bissau,1990,1012280,1570,49.23,africa,FALSE,12,-15,low,1990,1589279600
Liberia,1990,2097232,875,49.88,africa,FALSE,6.5,-9.5,low,1990,1835078000
Madagascar,1990,11598633,1653,55.59,africa,FALSE,-20,47,low,1990,19172540349
Malawi,1990,9437553,744,48.72,africa,FALSE,-13.5,34,low,1990,7021539432
Mali,1990,8465188,1272,49.4,africa,FALSE,18,-2,low,1990,10767719136
Mozambique,1990,13247649,379,50.66,africa,FALSE,-18.25,35,low,1990,5020858971
Niger,1990,8012861,894,47.13,africa,FALSE,18,9,low,1990,7163497734
Senegal,1990,7555617,1842,57.55,africa,FALSE,14.5,-14.25,low,1990,13917446514
Sierra Leone,1990,4312246,1251,50.6,africa,FALSE,8.5,-11.5,low,1990,5394619746
Somalia,1990,7397347,930,50.66,africa,FALSE,6,48,low,1990,6879532710
Tanzania,1990,25459604,1473,54.86,africa,FALSE,-6,35,low,1990,37501996692
Togo,1990,3786940,1350,57.39,africa,FALSE,8.66667,1.08333,low,1990,5112369000
Uganda,1990,17438907,782,49.2,africa,FALSE,1.25,32.5,low,1990,13637225274
Zimbabwe,1990,10183113,2593,61.69,africa,FALSE,-19,29.75,low,1990,26404812009
Benin,2000,6865951,1666,57.56,africa,FALSE,9.5,2.25,low,2000,11438674366
Burkina Faso,2000,11607942,1046,52.16,africa,FALSE,12.5,-1.66667,low,2000,12141907332
Central African Republic,2000,3754986,819,44.48,africa,FALSE,7,21,low,2000,3075333534
Chad,2000,8342559,993,52.16,africa,FALSE,15,19,low,2000,8284161087
Comoros,2000,542357,1481,61.48,africa,FALSE,-12.23333,44.44553,low,2000,803230717
"Congo, Dem. Rep.",2000,47076387,529,53.37,africa,FALSE,-2.5,23.5,low,2000,24903408723
Eritrea,2000,3392801,1679,58.15,africa,FALSE,15,39,low,2000,5696512879
Ethiopia,2000,66537331,618,51.14,africa,FALSE,9,39.5,low,2000,41120070558
Gambia,2000,1231844,1560,63.32,africa,FALSE,13.5,-15.5,low,2000,1921676640
Guinea,2000,8808546,1131,54.67,africa,FALSE,10.83333,-10.66667,low,2000,9962465526
Guinea-Bissau,2000,1243229,1360,52.27,africa,FALSE,12,-15,low,2000,1690791440
Liberia,2000,2884522,839,54.47,africa,FALSE,6.5,-9.5,low,2000,2420113958
Madagascar,2000,15766806,1444,58.46,africa,FALSE,-20,47,low,2000,22767267864
Malawi,2000,11376172,866,44.73,africa,FALSE,-13.5,34,low,2000,9851764952
Mali,2000,10967690,1463,53.35,africa,FALSE,18,-2,low,2000,16045730470
Mozambique,2000,18067687,562,51.32,africa,FALSE,-18.25,35,low,2000,10154040094
Niger,2000,11352973,753,52.18,africa,FALSE,18,9,low,2000,8548788669
Senegal,2000,9884052,1908,59.64,africa,FALSE,14.5,-14.25,low,2000,18858771216
Sierra Leone,2000,4564297,913,50.93,africa,FALSE,8.5,-11.5,low,2000,4167203161
Somalia,2000,9011479,603,52.06,africa,FALSE,6,48,low,2000,5433921837
Tanzania,2000,34178042,1482,52.86,africa,FALSE,-6,35,low,2000,50651858244
Togo,2000,4970367,1277,56.32,africa,FALSE,8.66667,1.08333,low,2000,6347158659
Uganda,2000,24039274,1067,48.71,africa,FALSE,1.25,32.5,low,2000,25649905358
Zimbabwe,2000,12222251,2571,46.69,africa,FALSE,-19,29.75,low,2000,31423407321
Benin,2010,9199259,1819,61.82,africa,FALSE,9.5,2.25,low,2010,16733452121
Burkina Faso,2010,15605217,1425,57.89,africa,FALSE,12.5,-1.66667,low,2010,22237434225
Central African Republic,2010,4448525,888,47.48,africa,FALSE,7,21,low,2010,3950290200
Chad,2010,11887202,1925,56.49,africa,FALSE,15,19,low,2010,22882863850
Comoros,2010,689692,1413,65.93,africa,FALSE,-12.23333,44.44553,low,2010,974534796
"Congo, Dem. Rep.",2010,64523263,609,57.53,africa,FALSE,-2.5,23.5,low,2010,39294667167
Eritrea,2010,4390840,1416,61.66,africa,FALSE,15,39,low,2010,6217429440
Ethiopia,2010,87702670,1074,61.3,africa,FALSE,9,39.5,low,2010,94192667580
Gambia,2010,1692149,1656,65.55,africa,FALSE,13.5,-15.5,low,2010,2802198744
Guinea,2010,10794170,1194,57.99,africa,FALSE,10.83333,-10.66667,low,2010,12888238980
Guinea-Bissau,2010,1555880,1393,55.65,africa,FALSE,12,-15,low,2010,2167340840
Liberia,2010,3948125,700,60.77,africa,FALSE,6.5,-9.5,low,2010,2763687500
Madagascar,2010,21151640,1386,60.84,africa,FALSE,-20,47,low,2010,29316173040
Malawi,2010,15167095,1033,53.07,africa,FALSE,-13.5,34,low,2010,15667609135
Mali,2010,15075085,1872,59.46,africa,FALSE,18,-2,low,2010,28220559120
Mozambique,2010,24221405,918,54.48,africa,FALSE,-18.25,35,low,2010,22235249790
Niger,2010,16425578,814,58.78,africa,FALSE,18,9,low,2010,13370420492
Senegal,2010,12916229,2181,64.01,africa,FALSE,14.5,-14.25,low,2010,28170295449
Sierra Leone,2010,6458720,1217,55.05,africa,FALSE,8.5,-11.5,low,2010,7860262240
Somalia,2010,12053223,614,53.13,africa,FALSE,6,48,low,2010,7400678922
Tanzania,2010,46098591,2091,59.3,africa,FALSE,-6,35,low,2010,96392153781
Togo,2010,6502952,1208,58.74,africa,FALSE,8.66667,1.08333,low,2010,7855566016
Uganda,2010,33915133,1540,56.81,africa,FALSE,1.25,32.5,low,2010,52229304820
Zimbabwe,2010,14086317,1460,49.57,africa,FALSE,-19,29.75,low,2010,20566022820
Angola,1800,1567028,618,26.98,africa,FALSE,-12.5,18.5,lower_mid,1800,968423304
Cameroon,1800,1860054,626,28.75,africa,FALSE,6,12.5,lower_mid,1800,1164393804
Cape Verde,1800,55716,529,33.8,africa,FALSE,16,-24,lower_mid,1800,29473764
"Congo, Rep.",1800,314465,575,32.7,africa,FALSE,-1,15.5,lower_mid,1800,180817375
Cote d'Ivoire,1800,1088530,812,31.16,africa,FALSE,8,-5.5,lower_mid,1800,883886360
Djibouti,1800,22848,752,29.9,africa,FALSE,11.58901,43.14503,lower_mid,1800,17181696
